nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
#N/A,ECB-35-02-003-144-E-00028,110,109,DOCENTE,,,,,ECB-25-02-003-156-EH-00038,810,988
#N/A,ECB-11-02-003-144-E-00035,110,109,DOCENTE,,,,,ECB-25-02-003-145-EH-00014,811,985
#N/A,ECB-66-02-003-144-E-00031,110,109,DOCENTE,,,,,ECB-25-02-003-145-EH-00007,812,984
#N/A,ECB-25-02-003-144-E-00011,110,109,DOCENTE,,,,,ECB-25-02-003-158-EH-00029,813,980
#N/A,ECB-25-02-003-144-E-00012,110,109,DOCENTE,,,,,ECB-25-02-003-158-EH-00016,814,979
#N/A,ECB-54-02-003-144-E-00027,110,109,DOCENTE,,,,,ECB-26-03-002-012-CF-00003,815,1026
#N/A,ECB-35-02-003-154-E-00015,110,109,DOCENTE,,,,,ECB-26-03-002-014-CF-00027,816,1023
#N/A,ECB-20-02-003-154-E-00004,110,109,DOCENTE,,,,,ECB-26-03-002-015-CF-00026,817,1021
#N/A,ECB-35-02-003-154-E-00016,110,109,DOCENTE,,,,,ECB-26-03-002-018-CF-00011,818,1022
#N/A,ECB-36-02-003-148-E-00030,110,109,DOCENTE,,,,,ECB-26-03-002-019-CF-00025,819,1031
#N/A,ECB-20-02-003-148-E-00014,110,109,DOCENTE,,,,,ECB-26-03-002-021-S1-00015,820,1032
#N/A,ECB-11-02-003-148-E-00009,110,109,DOCENTE,,,,,ECB-26-03-002-021-S1-00026,821,1033
#N/A,ECB-52-02-003-142-E-00012,110,109,DOCENTE,,,,,ECB-26-03-002-028-CF-00003,822,1006
#N/A,ECB-11-02-003-142-E-00031,110,109,DOCENTE,,,,,ECB-26-03-002-031-CF-00005,823,1008
#N/A,ECB-25-02-003-142-E-00002,110,109,DOCENTE,,,,,ECB-26-03-002-046-CF-00010,824,1007
#N/A,ECB-35-02-003-142-E-00035,110,109,DOCENTE,,,,,ECB-26-03-002-037-CF-00007,825,1005
#N/A,ECB-35-02-003-142-E-00030,110,109,DOCENTE,,,,,ECB-26-03-002-037-CF-00022,826,1004
#N/A,ECB-36-02-003-152-E-00003,110,109,DOCENTE,,,,,ECB-26-03-002-032-CF-00010,827,1010
#N/A,ECB-20-02-003-146-E-00004,110,109,DOCENTE,,,,,ECB-26-03-002-047-T0-00012,828,1009
#N/A,ECB-35-02-003-146-E-00007,110,109,DOCENTE,,,,,ECB-26-03-002-036-S0-00030,829,1013
#N/A,ECB-40-02-003-150-E-00036,110,109,DOCENTE,,,,,ECB-26-03-002-036-S0-00032,830,1012
#N/A,ECB-30-02-003-150-E-00059,110,109,DOCENTE,,,,,ECB-26-03-003-142-EH-00004,831,1014
#N/A,ECB-30-02-003-150-E-00047,110,109,DOCENTE,,,,,ECB-26-03-003-148-EH-00005,832,1015
#N/A,ECB-15-02-003-150-E-00009,110,109,DOCENTE,,,,,ECB-26-03-003-154-EH-00007,833,1016
#N/A,ECB-44-03-003-144-E-00017,110,109,DOCENTE,,,,,ECB-26-03-003-150-EH-00002,834,1011
#N/A,ECB-18-03-003-154-E-00005,110,109,DOCENTE,,,,,ECB-26-03-003-150-EH-00021,835,1020
#N/A,ECB-21-03-003-154-E-00001,110,109,DOCENTE,,,,,ECB-26-03-003-145-EH-00002,836,1019
#N/A,ECB-18-03-003-154-E-00004,110,109,DOCENTE,,,,,ECB-26-03-003-151-EH-00032,837,1017
#N/A,ECB-44-03-003-154-E-00006,110,109,DOCENTE,,,,,ECB-26-03-003-158-EH-00001,838,1018
#N/A,ECB-30-02-003-150-E-00039,110,109,DOCENTE,,,,,ECB-26-03-003-155-EH-00003,839,1034
#N/A,ECB-18-03-003-154-E-00003,110,109,DOCENTE,,,,,ECB-27-02-002-012-CF-00027,840,1044
#N/A,ECB-26-03-003-154-E-00007,110,109,DOCENTE,,,,,ECB-27-02-002-041-CF-00069,841,1055
#N/A,ECB-44-03-003-154-E-00008,110,109,DOCENTE,,,,,ECB-27-02-002-041-CF-00053,842,1056
#N/A,ECB-50-03-003-150-E-00031,110,109,DOCENTE,,,,,ECB-27-02-002-014-CF-00048,843,1054
#N/A,ECB-34-03-003-142-E-00003,110,109,DOCENTE,,,,,ECB-27-02-002-019-CF-00097,844,1043
#N/A,ECB-18-03-003-152-E-00001,110,109,DOCENTE,,,,,ECB-27-02-002-021-S1-00065,845,1047
#N/A,ECB-40-02-003-144-E-00017,110,109,DOCENTE,,,,,ECB-27-02-002-028-CF-00054,846,1045
#N/A,ECB-01-03-003-156-E-00011,110,109,DOCENTE,,,,,ECB-27-02-002-037-CF-00062,847,1050
#N/A,ECB-16-02-003-144-E-00050,110,109,DOCENTE,,,,,ECB-27-02-002-037-S1-00016,848,1052
#N/A,ECB-01-03-003-156-E-00017,110,109,DOCENTE,,,,,ECB-27-02-002-032-A0-00002,849,1051
#N/A,ECB-16-02-003-144-E-00029,110,109,DOCENTE,,,,,ECB-27-02-002-047-T0-00068,850,1049
#N/A,ECB-30-02-003-144-E-00036,110,109,DOCENTE,,,,,ECB-27-02-002-036-CF-00055,851,1057
#N/A,ECB-61-03-003-144-E-00019,110,109,DOCENTE,,,,,ECB-27-02-003-152-EH-00006,852,1053
#N/A,ECB-01-03-003-150-E-00004,110,109,DOCENTE,,,,,ECB-27-02-003-148-EH-00011,853,1035
#N/A,ECB-01-03-003-150-E-00023,110,109,DOCENTE,,,,,ECB-27-02-003-144-EH-00060,854,1037
#N/A,ECB-50-03-003-148-E-00004,110,109,DOCENTE,,,,,ECB-27-02-003-150-EH-00019,855,1036
#N/A,ECB-16-02-003-142-E-00033,110,109,DOCENTE,,,,,ECB-27-02-003-145-EH-00041,856,1040
#N/A,ECB-02-02-003-160-E-00011,110,109,DOCENTE,,,,,ECB-27-02-003-158-EH-00009,857,1042
#N/A,ECB-02-02-003-159-E-00039,110,109,DOCENTE,,,,,ECB-27-02-003-160-EH-00010,858,1048
#N/A,ECB-40-02-003-142-E-00008,110,109,DOCENTE,,,,,ECB-28-02-002-012-CF-00028,859,1074
#N/A,ECB-13-02-003-140-E-00011,110,109,DOCENTE,,,,,ECB-28-02-002-014-CF-00017,860,1064
#N/A,ECB-30-02-003-140-E-00012,110,109,DOCENTE,,,,,ECB-28-02-002-014-CF-00031,861,1063
#N/A,ECB-02-02-003-158-E-00001,110,109,DOCENTE,,,,,ECB-28-02-002-014-CF-00030,862,1062
#N/A,ECB-02-02-003-145-E-00056,110,109,DOCENTE,,,,,ECB-28-02-002-015-CF-00044,863,1061
#N/A,ECB-02-02-003-156-E-00005,110,109,DOCENTE,,,,,ECB-28-02-002-018-CF-00009,864,1091
#N/A,ECB-02-02-003-156-E-00004,110,109,DOCENTE,,,,,ECB-28-02-002-019-CF-00013,865,1088
#N/A,ECB-02-02-003-156-E-00012,110,109,DOCENTE,,,,,ECB-28-02-002-019-CF-00048,866,1090
#N/A,ECB-02-02-003-150-E-00011,110,109,DOCENTE,,,,,ECB-28-02-002-019-CF-00044,867,1089
#N/A,ECB-02-02-003-150-E-00022,110,109,DOCENTE,,,,,ECB-28-02-002-021-S1-00010,868,1077
#N/A,ECB-02-02-003-142-E-00024,110,109,DOCENTE,,,,,ECB-28-02-002-021-S1-00082,869,1067
#N/A,ECB-19-02-003-159-E-00031,110,109,DOCENTE,,,,,ECB-28-02-002-028-CF-00015,870,1070
#N/A,ECB-19-02-003-159-E-00026,110,109,DOCENTE,,,,,ECB-28-02-002-031-T0-00001,871,1068
#N/A,ECB-19-02-003-150-E-00052,110,109,DOCENTE,,,,,ECB-28-02-002-031-CF-00009,872,1069
#N/A,ECB-19-02-003-148-E-00008,110,109,DOCENTE,,,,,ECB-28-02-002-046-CF-00032,873,1071
#N/A,ECB-19-02-003-142-E-00021,110,109,DOCENTE,,,,,ECB-28-02-002-037-CF-00007,874,1072
#N/A,ECB-38-02-003-159-E-00052,110,109,DOCENTE,,,,,ECB-28-02-002-037-CF-00028,875,1073
#N/A,ECB-38-02-003-158-E-00033,110,109,DOCENTE,,,,,ECB-28-02-002-047-T0-00053,876,1065
#N/A,ECB-38-02-003-151-E-00031,110,109,DOCENTE,,,,,ECB-28-02-002-036-CF-00062,877,1059
#N/A,ECB-38-02-003-145-E-00019,110,109,DOCENTE,,,,,ECB-28-02-002-036-CF-00030,878,1060
#N/A,ECB-38-02-003-145-E-00023,110,109,DOCENTE,,,,,ECB-28-02-003-150-EH-00063,879,1096
#N/A,ECB-38-02-003-156-E-00029,110,109,DOCENTE,,,,,ECB-28-02-003-150-EH-00017,880,1092
#N/A,ECB-38-02-003-142-E-00023,110,109,DOCENTE,,,,,ECB-28-02-003-150-EH-00014,881,1094
#N/A,ECB-39-02-003-151-E-00041,110,109,DOCENTE,,,,,ECB-28-02-003-150-EH-00013,882,1093
#N/A,ECB-39-02-003-145-E-00038,110,109,DOCENTE,,,,,ECB-28-02-003-150-EH-00054,883,1095
#N/A,ECB-39-02-003-150-E-00041,110,109,DOCENTE,,,,,ECB-28-02-003-145-EH-00027,884,1087
#N/A,ECB-39-02-003-144-E-00018,110,109,DOCENTE,,,,,ECB-28-02-003-151-EH-00009,885,1081
#N/A,ECB-39-02-003-144-E-00016,110,109,DOCENTE,,,,,ECB-28-02-003-151-EH-00014,886,1082
#N/A,ECB-39-02-003-154-E-00017,110,109,DOCENTE,,,,,ECB-28-02-003-157-EH-00018,887,1079
#N/A,ECB-41-02-003-157-E-00026,110,109,DOCENTE,,,,,ECB-28-02-003-157-EH-00017,888,1078
#N/A,ECB-41-02-003-156-E-00033,110,109,DOCENTE,,,,,ECB-28-02-003-159-EH-00042,889,1086
#N/A,ECB-41-02-003-156-E-00037,110,109,DOCENTE,,,,,ECB-28-02-003-159-EH-00037,890,1085
#N/A,ECB-41-02-003-150-E-00058,110,109,DOCENTE,,,,,ECB-28-02-003-159-EH-00049,891,1084
#N/A,ECB-41-02-003-150-E-00031,110,109,DOCENTE,,,,,ECB-28-02-003-160-EH-00007,892,1066
#N/A,ECB-41-02-003-150-E-00037,110,109,DOCENTE,,,,,ECB-29-02-002-012-CF-00038,893,1109
#N/A,ECB-41-02-003-150-E-00035,110,109,DOCENTE,,,,,ECB-29-02-002-041-CF-00060,894,1121
#N/A,ECB-41-02-003-144-E-00030,110,109,DOCENTE,,,,,ECB-29-02-002-014-CF-00060,895,1122
#N/A,ECB-41-02-003-144-E-00024,110,109,DOCENTE,,,,,ECB-29-02-002-019-CF-00036,896,1102
#N/A,ECB-55-02-003-150-E-00049,110,109,DOCENTE,,,,,ECB-29-02-002-021-S1-00068,897,1115
#N/A,ECB-55-02-003-144-E-00058,110,109,DOCENTE,,,,,ECB-29-02-002-021-S1-00084,898,1113
#N/A,ECB-55-02-003-144-E-00048,110,109,DOCENTE,,,,,ECB-29-02-002-028-CF-00045,899,1111
#N/A,ECB-55-02-003-144-E-00042,110,109,DOCENTE,,,,,ECB-29-02-002-046-CF-00016,900,1112
#N/A,ECB-55-02-003-142-E-00037,110,109,DOCENTE,,,,,ECB-29-02-002-037-CF-00003,901,1110
#N/A,ECB-55-02-003-142-E-00036,110,109,DOCENTE,,,,,ECB-29-02-002-032-CF-00078,902,1119
#N/A,ECB-59-03-003-144-E-00008,110,109,DOCENTE,,,,,ECB-29-02-002-047-T0-00059,903,1118
#N/A,ECB-59-03-003-142-E-00002,110,109,DOCENTE,,,,,ECB-29-02-002-036-CF-00016,904,1123
#N/A,ECB-08-03-003-159-E-00022,110,109,DOCENTE,,,,,ECB-29-02-003-148-EH-00012,905,1100
#N/A,ECB-52-02-003-156-E-00042,110,109,DOCENTE,,,,,ECB-29-02-003-154-EH-00005,906,1101
765,ECB-23-02-002-019-CF-00096,82,81,AUXILIAR SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-29-02-003-144-EH-00051,907,1099
2533,ECB-43-03-001-008-CF-00004,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-29-02-003-156-EH-00022,908,1097
2509,ECB-34-03-001-008-CF-00006,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-29-02-003-156-EH-00026,909,1098
2437,ECB-09-02-001-009-CF-00038,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-29-02-003-145-EH-00036,910,1103
2461,ECB-18-03-001-008-CF-00002,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-29-02-003-145-EH-00013,911,1104
2434,ECB-08-03-001-008-CF-00003,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-29-02-003-151-EH-00035,912,1108
2507,ECB-33-02-001-009-CF-00009,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-29-02-003-143-EH-00008,913,1116
#N/A,ECB-33-02-002-014-CF-00068,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-29-02-003-143-EH-00009,914,1117
#N/A,ECB-99-02-003-142-E-00005,21,20,ANALISTA EDUCATIVO,,,,,ECB-30-02-002-012-CF-00014,915,1141
#N/A,ECB-99-02-003-146-E-00005,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-30-02-002-041-CF-00013,916,1135
#N/A,ECB-99-02-003-148-E-00031,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-30-02-002-014-CF-00061,917,1131
#N/A,ECB-99-02-003-159-E-00003,20,19,ANALISTA EDUCATIVA,,,,,ECB-30-02-002-015-CF-00048,918,1130
#N/A,ECB-99-02-003-157-E-00019,55,54,SECRETARIA OPERATIVA,,,,,ECB-30-02-002-019-CF-00107,919,1145
#N/A,ECB-99-02-003-159-E-00058,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-30-02-002-019-CF-00042,920,1153
#N/A,ECB-99-02-003-156-E-00050,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-30-02-002-021-S1-00034,921,1143
#N/A,ECB-99-02-003-156-E-00044,20,19,ANALISTA EDUCATIVA,,,,,ECB-30-02-002-021-S1-00038,922,1144
#N/A,ECB-99-02-003-159-E-00001,20,19,ANALISTA EDUCATIVA,,,,,ECB-30-02-002-021-S1-00092,923,1137
#N/A,ECB-99-02-003-146-E-00002,20,19,ANALISTA EDUCATIVA,,,,,ECB-30-02-002-031-CF-00005,924,1138
2547,ECB-49-02-002-041-CF-00050,65,64,RESPONSABLE ACADEMICO,,,,,ECB-30-02-002-037-CF-00012,925,1140
2517,ECB-38-02-002-041-CF-00049,66,65,RESPONSABLE ACADEMICA,,,,,ECB-30-02-002-032-CF-00011,926,1132
2527,ECB-41-02-002-015-CF-00089,66,65,RESPONSABLE ACADEMICA,,,,,ECB-30-02-002-032-CF-00034,927,1133
2575,ECB-59-03-002-041-CF-00007,65,64,RESPONSABLE ACADEMICO,,,,,ECB-30-02-002-036-CF-00008,928,1129
#N/A,ECB-47-02-003-151-E-00038,110,109,DOCENTE,,,,,ECB-30-02-002-036-S0-00017,929,1127
#N/A,ECB-23-02-002-047-T-00007,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-30-02-003-140-EH-00010,930,1126
#N/A,ECB-04-03-003-155-E-00001,110,109,DOCENTE,,,,,ECB-30-02-003-140-EH-00012,931,1128
#N/A,ECB-38-02-003-149-E-00010,110,109,DOCENTE,,,,,ECB-30-02-003-144-EH-00036,932,1154
#N/A,ECB-26-03-003-155-E-00003,110,109,DOCENTE,,,,,ECB-30-02-003-150-EH-00047,933,1155
#N/A,ECB-05-02-003-143-E-00002,110,109,DOCENTE,,,,,ECB-30-02-003-150-EH-00059,934,1157
#N/A,ECB-19-02-003-143-E-00004,110,109,DOCENTE,,,,,ECB-30-02-003-150-EH-00039,935,1156
#N/A,ECB-05-02-003-149-E-00002,110,109,DOCENTE,,,,,ECB-30-02-003-145-EH-00060,936,1152
#N/A,ECB-22-02-003-149-E-00005,110,109,DOCENTE,,,,,ECB-30-02-003-151-EH-00013,937,1148
#N/A,ECB-02-02-003-143-E-00017,110,109,DOCENTE,,,,,ECB-30-02-003-151-EH-00042,938,1146
#N/A,ECB-23-02-003-143-E-00011,110,109,DOCENTE,,,,,ECB-30-02-003-151-EH-00045,939,1147
#N/A,ECB-17-02-003-149-E-00006,110,109,DOCENTE,,,,,ECB-30-02-003-159-EH-00044,940,1151
#N/A,ECB-37-02-003-143-E-00013,110,109,DOCENTE,,,,,ECB-30-02-003-143-EH-00007,941,1136
#N/A,ECB-37-02-003-141-E-00001,110,109,DOCENTE,,,,,ECB-31-02-002-012-CF-00041,942,1173
#N/A,ECB-18-03-003-149-E-00004,110,109,DOCENTE,,,,,ECB-31-02-002-041-CF-00073,943,1183
#N/A,ECB-04-03-003-149-E-00003,110,109,DOCENTE,,,,,ECB-43-03-002-019-CF-00043,1329,1627
#N/A,ECB-06-02-003-149-E-00003,110,109,DOCENTE,,,,,ECB-31-02-002-014-CF-00050,944,1182
#N/A,ECB-43-03-003-149-E-00007,110,109,DOCENTE,,,,,ECB-31-02-002-015-CF-00014,945,1184
#N/A,ECB-12-02-003-143-E-00005,110,109,DOCENTE,,,,,ECB-31-02-002-019-CF-00092,946,1171
#N/A,ECB-04-03-003-149-E-00002,110,109,DOCENTE,,,,,ECB-31-02-002-019-CF-00027,947,1163
#N/A,ECB-49-02-003-143-E-00016,110,109,DOCENTE,,,,,ECB-31-02-002-021-S1-00050,948,1177
#N/A,ECB-42-03-003-149-E-00006,110,109,DOCENTE,,,,,ECB-31-02-002-021-S1-00081,949,1176
#N/A,ECB-29-02-003-143-E-00008,110,109,DOCENTE,,,,,ECB-31-02-002-028-CF-00043,950,1175
#N/A,ECB-17-02-003-143-E-00018,110,109,DOCENTE,,,,,ECB-31-02-002-046-CF-00038,951,1174
#N/A,ECB-45-02-003-143-E-00015,110,109,DOCENTE,,,,,ECB-31-02-002-037-S1-00014,952,1178
#N/A,ECB-16-02-003-143-E-00020,110,109,DOCENTE,,,,,ECB-31-02-002-037-CF-00090,953,1181
#N/A,ECB-53-02-003-156-E-00014,110,109,DOCENTE,,,,,ECB-31-02-002-032-CF-00095,954,1179
#N/A,ECB-16-02-003-143-E-00003,110,109,DOCENTE,,,,,ECB-31-02-002-047-T0-00005,955,1180
#N/A,ECB-38-02-003-157-E-00025,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-31-02-002-036-CF-00064,956,1186
#N/A,ECB-30-02-003-143-E-00007,110,109,DOCENTE,,,,,ECB-31-02-002-036-CF-00058,957,1185
#N/A,ECB-52-02-003-143-E-00019,110,109,DOCENTE,,,,,ECB-31-02-003-142-EH-00003,958,1187
#N/A,ECB-90-02-003-153-E-00004,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-31-02-003-142-EH-00004,959,1188
#N/A,ECB-99-02-003-153-E-00002,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-31-02-003-154-EH-00009,960,1162
#N/A,ECB-37-02-003-153-E-00003,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-31-02-003-144-EH-00047,961,1160
#N/A,ECB-99-02-003-152-E-00007,21,20,ANALISTA EDUCATIVO,,,,,ECB-31-02-003-144-EH-00022,962,1161
#N/A,ECB-43-03-003-151-E-00017,110,109,DOCENTE,,,,,ECB-31-02-003-150-EH-00046,963,1159
1231,ECB-39-02-002-014-CF-00022,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-31-02-003-156-EH-00040,964,1158
1013,ECB-33-02-002-012-CF-00025,96,95,INGENIERO EN SISTEMAS,,,,,ECB-31-02-003-145-EH-00010,965,1165
#N/A,ECB-14-02-003-145-E-00006,110,109,DOCENTE,,,,,ECB-31-02-003-145-EH-00066,966,1168
#N/A,ECB-51-02-003-145-E-00070,110,109,DOCENTE,,,,,ECB-31-02-003-145-EH-00049,967,1164
#N/A,ECB-51-02-003-144-E-00040,110,109,DOCENTE,,,,,ECB-31-02-003-151-EH-00016,968,1169
#N/A,ECB-10-02-003-145-E-00022,110,109,DOCENTE,,,,,ECB-31-02-003-158-EH-00018,969,1170
323,ECB-08-03-002-019-CF-00004,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-32-02-002-012-CF-00022,970,1213
335,ECB-08-03-002-046-CF-00006,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-32-02-002-041-CF-00016,971,1203
318,ECB-08-03-002-015-CF-00008,89,88,ENCARGADA DE ORDEN,,,,,ECB-32-02-002-014-CF-00012,972,1197
1286,ECB-42-03-002-015-CF-00027,79,78,AUXILIAR DE SUBDIRECTOR ACADEMICO,,,,,ECB-32-02-002-014-CF-00053,973,1198
1285,ECB-42-03-002-014-CF-00011,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-32-02-002-014-CF-00021,974,1199
#N/A,ECB-61-03-002-047-T-00002,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-32-02-002-014-CF-00032,975,1200
916,ECB-30-02-002-041-CF-00013,70,69,AUXILIAR ACADEMICA,,,,,ECB-32-02-002-015-CF-00035,976,1193
377,ECB-09-02-002-014-CF-00004,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-32-02-002-015-CF-00027,977,1195
1647,ECB-64-02-002-019-CF-00021,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-32-02-002-015-CF-00038,978,1196
#N/A,ECB-30-02-002-021-S-00034,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-002-015-CF-00018,979,1194
#N/A,ECB-30-02-002-021-S-00038,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-002-018-CF-00018,980,1227
#N/A,ECB-64-02-002-021-S-00036,109,108,VIGILANTE,,,,,ECB-32-02-002-019-CF-00121,981,1216
2361,ECB-14-02-002-015-CF-00121,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-002-021-S1-00066,982,1205
749,ECB-22-02-002-028-CF-00010,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-32-02-002-028-CF-00041,983,1208
785,ECB-24-02-002-046-CF-00007,86,85,BIBLIOTECARIA,,,,,ECB-32-02-002-046-CF-00030,984,1210
#N/A,ECB-16-02-002-021-S-00039,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-002-046-CF-00043,985,1209
412,ECB-11-02-002-014-CF-00002,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-32-02-002-037-CF-00037,986,1212
973,ECB-32-02-002-014-CF-00053,78,77,AUXILIAR DE SERVICIOS ESCOLARES,,,,,ECB-32-02-002-037-CF-00021,987,1211
1629,ECB-62-03-002-019-CF-00022,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-32-02-002-032-CF-00058,988,1201
#N/A,ECB-62-03-002-021-S-00010,89,88,ENCARGADA DE ORDEN,,,,,ECB-32-02-002-032-CF-00043,989,1202
#N/A,ECB-62-03-002-047-T-00003,85,84,BIBLIOTECARIO,,,,,ECB-32-02-002-047-T0-00038,990,1204
76,ECB-03-02-002-014-CF-00008,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-32-02-002-036-CF-00017,991,1191
#N/A,ECB-03-02-002-021-S-00033,86,85,BIBLIOTECARIA,,,,,ECB-32-02-002-036-CF-00075,992,1190
1489,ECB-52-02-002-019-CF-00047,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-32-02-002-036-CF-00024,993,1192
1616,ECB-61-03-002-019-CF-00023,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-003-152-EH-00004,994,1189
415,ECB-11-02-002-028-CF-00011,104,103,SECRETARIO DE CONTROL ESCOLAR,,,,,ECB-32-02-003-144-EH-00021,995,1228
#N/A,ECB-36-02-002-021-S-00070,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-003-144-EH-00013,996,1229
#N/A,ECB-35-02-002-021-S-00012,88,87,ENCARGADO DE ORDEN,,,,,ECB-32-02-003-144-EH-00054,997,1231
1084,ECB-35-02-002-015-CF-00168,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-32-02-003-144-EH-00014,998,1230
1076,ECB-35-02-002-014-CF-00029,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-32-02-003-150-EH-00010,999,1232
1081,ECB-35-02-002-015-CF-00043,78,77,AUXILIAR DE SERVICIOS ESCOLARES,,,,,ECB-32-02-003-150-EH-00033,1000,1233
283,ECB-07-02-002-015-CF-00003,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-32-02-003-150-EH-00034,1001,1234
2555,ECB-52-02-002-015-CF-00100,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-32-02-003-150-EH-00029,1002,1236
2551,ECB-50-03-002-015-CF-00018,66,65,RESPONSABLE ACADEMICA,,,,,ECB-32-02-003-156-EH-00018,1003,1238
865,ECB-28-02-002-019-CF-00013,89,88,ENCARGADA DE ORDEN,,,,,ECB-32-02-003-156-EH-00030,1004,1237
1257,ECB-41-02-002-012-CF-00029,94,93,ENCARGADO DEL LABORATORIO DE INFORMATICA,,,,,ECB-32-02-003-145-EH-00031,1005,1225
1709,ECB-90-02-002-041-CF-00012,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-32-02-003-151-EH-00021,1006,1218
1838,ECB-99-02-002-014-CF-00024,47,46,INTENDENTE,,,,,ECB-32-02-003-151-EH-00015,1007,1221
2392,ECB-99-02-002-015-CF-00171,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-32-02-003-151-EH-00018,1008,1219
2389,ECB-99-02-002-014-CF-00086,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-32-02-003-158-EH-00017,1009,1217
2373,ECB-90-02-002-041-CF-00011,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-32-02-003-159-EH-00048,1010,1224
2374,ECB-90-02-002-041-CF-00052,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-33-02-002-021-S1-00052,1016,1259
#N/A,ECB-99-02-003-153-E-00001,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-32-02-003-159-EH-00047,1011,1223
2398,ECB-99-02-002-019-CF-00064,12,11,ALMACENISTA,,,,,ECB-99-02-002-015-CF-00042,1887,2816
2633,ECB-99-02-001-011-CF-00011,49,48,JEFE DE MATERIA,,,,,ECB-32-02-003-160-EH-00008,1012,1207
#N/A,ECB-17-02-003-160-E-00013,110,109,DOCENTE,,,,,ECB-33-02-002-028-CF-00014,1017,1256
#N/A,ECB-99-02-003-145-E-00003,20,19,ANALISTA EDUCATIVA,,,,,ECB-33-02-002-012-CF-00025,1013,1251
2400,ECB-99-02-002-029-CF-00010,15,14,ANALISTA CONTABLE,,,,,ECB-33-02-002-014-CF-00051,1014,1262
#N/A,ECB-99-02-003-149-E-00009,15,14,ANALISTA CONTABLE,,,,,ECB-33-02-002-037-CF-00036,1018,1253
1869,ECB-99-02-002-015-CF-00139,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-33-02-002-036-S0-00014,1019,1265
1921,ECB-99-02-002-020-CF-00001,21,20,ANALISTA EDUCATIVO,,,,,ECB-33-02-003-142-EH-00039,1020,1266
1957,ECB-99-02-002-019-CF-00088,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-33-02-003-148-EH-00018,1021,1242
621,ECB-18-03-002-014-CF-00004,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-33-02-003-144-EH-00023,1022,1240
625,ECB-18-03-002-019-CF-00010,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-33-02-003-144-EH-00009,1023,1241
#N/A,ECB-18-03-002-021-S-00011,89,88,ENCARGADA DE ORDEN,,,,,ECB-33-02-003-156-EH-00021,1024,1239
#N/A,ECB-99-02-002-047-T-00024,20,19,ANALISTA EDUCATIVA,,,,,ECB-33-02-003-151-EH-00022,1025,1246
1841,ECB-99-02-002-014-CF-00042,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-33-02-003-158-EH-00020,1026,1247
